id,lactnum,dinmilk,datehosp,teat,trtflag,cultflag,mastflag,culttype,datehosp2,trtremast
43505,2,267,2021-04-01,RR,0,0,0,NG,,
43533,2,29,2021-02-02,LR,1,1,1,GN,2021-03-06,SPECT5LR
43533,2,29,2021-02-02,LR,1,1,1,GN,2021-03-16,SPECT5LR
43533,2,58,2021-03-03,LR,1,1,1,GN,2021-03-06,SPECT5LR
43533,2,58,2021-03-03,LR,1,1,1,GN,2021-03-16,SPECT5LR
43533,2,68,2021-03-13,LR,1,1,1,GN,2021-03-06,SPECT5LR
43533,2,68,2021-03-13,LR,1,1,1,GN,2021-03-16,SPECT5LR
43573,2,84,2021-02-11,RF,1,1,1,GN,,
43586,2,65,2021-02-06,LF,1,1,1,GP,2021-02-09,SPECT5LF
43610,2,88,2021-02-27,RR,0,0,0,NG,,
43612,2,201,2021-02-16,LR,1,1,1,GP,,
43612,2,225,2021-03-12,LF,0,0,0,NG,,
43635,2,133,2021-03-11,RF,1,1,1,GP,,
43653,2,74,2021-03-01,LF,1,1,1,GP,,
43659,2,187,2021-02-18,LF,0,0,0,NG,,
43659,2,205,2021-03-08,LF,1,1,1,GP,,
43663,2,98,2021-01-07,RF,1,1,1,GP,,
43663,2,117,2021-01-26,RF,0,0,0,NG,,
43663,2,149,2021-02-27,LR,1,1,1,MX,,
43673,2,156,2021-01-20,LF,0,0,0,NG,,
43704,2,44,2021-01-05,LR,1,1,1,GP,,
43710,2,115,2021-03-04,RR,0,0,0,NG,,
43722,2,158,2021-01-10,LR,1,1,1,GP,,
43731,2,147,2021-04-04,LR,0,0,0,NG,,
43760,2,25,2021-01-14,LF,0,0,0,NG,,
43790,2,127,2021-01-04,RR,1,1,1,GP,2021-01-07,SPECT5RR
43790,2,138,2021-01-15,RR,1,1,1,GP,2021-01-07,SPECT5RR
43790,2,174,2021-02-20,LR,0,0,0,NG,2021-01-07,SPECT5RR
43795,2,91,2021-01-12,RF,0,0,0,NG,,
43809,2,54,2021-01-16,LR,1,1,1,GP,,
43809,2,74,2021-02-05,LR,1,1,1,GN,,
43846,2,190,2021-03-07,LF,0,0,0,NG,,
43846,2,205,2021-03-22,LF,0,0,0,NG,,
43847,2,81,2021-02-03,RF,1,1,1,GP,2021-02-05,SPECT5RF
43847,2,100,2021-02-22,LF,1,1,1,GP,2021-02-05,SPECT5RF
43886,2,86,2021-02-22,LF,1,1,1,GP,2021-02-25,SPECT5LF
43922,2,124,2021-02-02,RF,0,0,0,NG,,
43922,2,183,2021-04-02,RF,0,0,0,NG,,
43958,2,13,2021-01-04,LF,1,1,1,MX,2021-01-07,SPECT5LF
43973,2,80,2021-02-19,RR,1,1,1,GP,,
44010,2,53,2021-01-21,LR,1,1,1,MX,2021-01-25,SPECT5LR
44010,2,95,2021-03-04,LR,0,0,0,NG,2021-01-25,SPECT5LR
44042,2,134,2021-03-12,LR,0,0,0,NG,,
44091,2,123,2021-01-12,RF,1,1,1,GN,2021-03-15,SPECT5RR
44091,2,172,2021-03-02,LR,0,0,0,NG,2021-03-15,SPECT5RR
44091,2,182,2021-03-12,RR,1,1,1,GN,2021-03-15,SPECT5RR
44105,2,46,2021-01-10,LR,1,1,1,MX,,
44185,2,96,2021-01-30,LR,1,1,1,GP,,
44227,2,39,2021-03-13,RR,0,0,0,NG,,
44233,2,143,2021-04-05,LF,1,1,1,GN,,
44261,2,70,2021-03-27,RR,0,0,0,NG,,
44267,2,,2021-03-21,,1,1,1,GP,,
44268,2,76,2021-01-22,LR,1,1,1,GP,,
44298,2,83,2021-03-01,LF,0,0,0,NG,,
44298,2,95,2021-03-13,LF,0,0,0,NG,,
44298,2,106,2021-03-24,LF,0,0,0,NG,,
44547,2,66,2021-01-15,RR,1,1,1,GP,,
44547,2,84,2021-02-02,RR,1,1,1,GP,,
44547,2,102,2021-02-20,RR,1,1,1,GP,,
44740,1,229,2021-01-07,LR,0,0,0,NG,,
44774,2,19,2021-03-23,LR,1,1,1,GP,,
44847,2,84,2021-02-17,LF,1,1,1,MX,,
44849,2,79,2021-03-23,LR,0,0,0,NG,,
44890,2,22,2021-03-24,RR,1,1,1,GP,,
44904,1,297,2021-04-05,LR,1,1,1,GP,,
44944,1,236,2021-01-23,LR,1,1,1,GP,,
45208,1,263,2021-03-14,LR,0,0,0,NG,,
45324,2,7,2021-04-03,LR,0,0,0,NG,,
45431,1,291,2021-02-23,LF,0,0,0,NG,,
45453,2,6,2021-03-03,RR,1,1,1,GP,,
45555,1,289,2021-04-02,RR,1,1,1,GN,,
45664,1,214,2021-03-31,LR,0,0,0,NG,,
45780,1,175,2021-01-26,RR,0,0,0,NG,,
45845,1,377,2021-03-19,LR,1,1,1,GN,,
45899,1,153,2021-01-15,RF,1,1,1,GP,,
45903,1,261,2021-04-04,LR,0,0,0,NG,,
46138,1,214,2021-03-18,RF,1,1,1,GP,,
46160,1,179,2021-03-04,RR,1,1,1,GP,,
46170,1,293,2021-04-04,LR,0,0,0,NG,,
46185,1,205,2021-01-29,LF,1,1,1,GP,,
46223,1,212,2021-02-25,LR,0,0,0,NG,,
46244,1,259,2021-03-12,RR,1,1,1,GN,2021-03-15,SPECT5RR
46281,1,273,2021-04-06,LF,1,1,1,GN,,
46292,1,55,2021-01-04,RR,1,1,1,GP,2021-01-07,SPECT5RR
46292,1,68,2021-01-17,RR,0,0,0,NG,2021-01-07,SPECT5RR
46307,1,117,2021-01-13,LF,0,0,0,NG,,
46322,1,202,2021-01-25,RR,1,1,1,GP,,
46375,1,149,2021-01-03,RR,0,0,0,NG,,
46375,1,179,2021-02-02,RR,0,0,0,NG,,
46454,1,235,2021-03-13,LR,1,1,1,MX,2021-03-16,SPECT5LR
46709,1,197,2021-03-03,LF,1,1,1,MX,2021-03-06,SPECT5LF
46794,1,,2021-03-04,,0,0,0,NG,,
46799,1,120,2021-03-04,LF,1,1,1,GP,,
46801,1,106,2021-03-04,RF,0,0,0,NG,,
46801,1,135,2021-04-02,RF,0,0,0,NG,,
46978,1,75,2021-04-05,LR,0,0,0,NG,,
47005,1,36,2021-03-04,LR,1,1,1,GP,,
47058,1,181,2021-03-06,RF,1,1,1,MX,2021-03-09,SPECT5RF
47094,1,204,2021-03-24,LR,0,0,0,NG,,
47131,1,125,2021-01-21,LR,1,1,1,GP,,
47131,1,153,2021-02-18,LR,0,0,0,NG,,
47320,1,99,2021-01-20,LR,1,1,1,GN,,
47341,1,2,2021-01-11,RR,1,1,1,GP,,
47348,1,162,2021-03-10,RR,1,1,1,GP,2021-03-13,SPECT5RR
47421,1,111,2021-03-02,RR,1,1,1,GP,,
47475,1,20,2021-03-07,LR,1,1,1,MX,2021-03-10,SPECT5LR
47478,1,128,2021-02-22,LR,0,0,0,NG,,
47522,1,4,2021-01-23,LR,0,0,0,NG,,
47522,1,44,2021-03-04,LR,1,1,1,GP,,
47584,1,1,2021-03-13,RR,1,1,1,GP,2021-03-16,SPECT5RR
47603,1,117,2021-02-11,LR,1,1,1,GP,,
47798,1,76,2021-01-12,LR,0,0,0,NG,,
47798,1,118,2021-02-23,LR,0,0,0,NG,,
47846,1,59,2021-01-13,RF,0,0,0,NG,,
47846,1,88,2021-02-11,RF,0,0,0,NG,,
48092,1,13,2021-03-02,LR,0,0,0,NG,,
48092,1,23,2021-03-12,LR,0,0,0,NG,,
48110,1,78,2021-03-10,LR,0,0,0,NG,,
48111,1,6,2021-01-25,RR,0,0,0,NG,,
48147,1,11,2021-03-02,LR,0,0,0,NG,,
48170,1,43,2021-01-26,LR,1,1,1,GN,2021-01-29,SPECT5LR
48180,1,53,2021-03-12,LR,1,1,1,GP,,
48214,1,37,2021-03-03,LR,1,1,1,GP,,
48216,1,58,2021-03-26,RR,1,1,1,GN,,
48270,1,42,2021-03-19,LR,1,1,1,GN,,
48376,1,2,2021-01-15,LR,1,1,1,GP,,
48382,1,4,2021-02-06,LR,1,1,1,GP,,
48437,1,3,2021-03-17,RF,0,0,0,NG,,
48474,1,30,2021-02-18,RR,1,1,1,GP,,
48476,1,4,2021-03-14,LR,1,1,1,GP,,
48584,1,15,2021-02-23,RR,0,0,0,NG,,
48595,1,33,2021-03-07,RR,1,1,1,GP,2021-03-10,SPECT5RR
48702,1,5,2021-03-31,LF,0,0,0,NG,,
48718,1,17,2021-03-18,RR,0,0,0,NG,,
48763,1,7,2021-03-23,RF,1,1,1,GP,2021-03-26,SPECT5RF
48824,1,11,2021-03-30,LR,0,0,0,NG,,
48871,1,6,2021-03-30,LR,1,1,1,GP,,
49767,1,32,2021-02-22,RR,0,0,0,NG,,
