"ID","LACT","FDAT","DIM","Date","HOSPM","Quarter","Dateok","MAST","Trt_MAST","Trt_dec","TRT","CULTURE","CULT_res","CULT_type","REMAST","Trt_REMAST"
38230,4,11/25/2020,78,02/11/2021,HOSPM,RR,02/11/2021,MAST,SPCT3RR,SPCT3,1,CULTURE,GNRR,GN,,
38231,4,11/28/2020,66,02/02/2021,HOSPM,RR,02/02/2021,MAST,SPCT3RR,SPCT3,1,CULTURE,GNRR,GN,,
38250,4,12/09/2020,100,03/19/2021,HOSPM,LR,03/19/2021,MAST,SPCT3LR,SPCT3,1,CULTURE,GNLR,GN,,
38258,3,06/13/2020,232,01/31/2021,HOSPM,LRLF,01/31/2021,,,,,CULTURE,GPLRL,GP,,
38259,4,02/23/2021,36,03/31/2021,HOSPM,LF,03/31/2021,,,,,CULTURE,GNLF,GN,,
38300,4,11/13/2020,51,01/03/2021,HOSPM,RF,01/03/2021,MAST,SPCT3RR,SPCT3,1,CULTURE,GPRR,GP,,
38301,4,01/14/2021,23,02/06/2021,HOSPM,LF,02/06/2021,MAST,SPCT3LF,SPCT3,1,CULTURE,GPLF,GP,,
38301,4,01/14/2021,32,02/15/2021,HOSPM,LF,02/15/2021,,,,,CULTURE,GPLF,GP,,
38338,4,03/06/2021,26,04/01/2021,HOSPM,RF,04/01/2021,MAST,NOTXTORF,NOTXT,0,CULTURE,NGRF,NG,,
38350,3,06/18/2020,232,02/05/2021,HOSPM,LR,02/05/2021,MAST,SPCT3LR,SPCT3,1,CULTURE,MXLR,MX,,
38379,4,12/29/2020,63,03/02/2021,HOSPM,RR,03/02/2021,MAST,NOTXTO,NOTXT,0,CULTURE,NGRR,NG,,
38379,4,12/29/2020,71,03/10/2021,HOSPM,RF,03/10/2021,,,,,CULTURE,NG,NG,,
38384,3,08/10/2020,171,01/28/2021,HOSPM,RR,01/28/2021,MAST,SPCT3RR,SPCT3,1,CULTURE,GNRR,GN,,
38402,3,06/11/2020,239,02/05/2021,HOSPM,RF,02/05/2021,MAST,SPCT3RF,SPCT3,1,CULTURE,GPRF,GP,,
38402,3,06/11/2020,253,02/19/2021,HOSPM,LF,02/19/2021,MAST,SPCT3LF,SPCT3,1,CULTURE,GNLF,GN,,
38424,4,10/10/2020,123,02/10/2021,HOSPM,RF,02/10/2021,,,,,CULTURE,GNRF,GN,,
38434,4,11/09/2020,99,02/16/2021,HOSPM,LR,02/16/2021,MAST,SPCT3LR,SPCT3,1,CULTURE,GPLR,GP,,
38439,4,12/23/2020,13,01/05/2021,HOSPM,RR,01/05/2021,MAST,SPCT3RR,SPCT3,1,CULTURE,GPRR,GP,,
38439,4,12/23/2020,,,,,01/08/2021,,,,,,,,REMAST,SPECT5RR
38439,4,12/23/2020,21,01/13/2021,HOSPM,RECULTUR,01/13/2021,,,,,CULTURE,NG,NG,,
38439,4,12/23/2020,69,03/02/2021,HOSPM,RR,03/02/2021,MAST,NOTXTO,NOTXT,0,CULTURE,NGRR,NG,,
38439,4,12/23/2020,77,03/10/2021,HOSPM,LR,03/10/2021,,,,,CULTURE,GPLR,GP,,
38439,4,12/23/2020,90,03/23/2021,HOSPM,LR,03/23/2021,MAST,SPCT3LR,SPCT3,1,CULTURE,GPLR,GP,,
38439,4,12/23/2020,,,,,03/26/2021,,,,,,,,REMAST,SPECT5LR
38439,4,12/23/2020,99,04/01/2021,HOSPM,RR,04/01/2021,,,,,,,,,
38458,3,09/02/2020,150,01/30/2021,HOSPM,LF,01/30/2021,MAST,SPCT3LF,SPCT3,1,CULTURE,GPLF,GP,,
38458,3,09/02/2020,162,02/11/2021,HOSPM,LF,02/11/2021,MAST,SPCT3LF,SPCT3,1,CULTURE,GPLF,GP,,
38458,3,09/02/2020,183,03/04/2021,HOSPM,LF,03/04/2021,MAST,SPCT3LF,SPCT3,1,CULTURE,GPLF,GP,,
38459,4,01/17/2021,54,03/12/2021,HOSPM,RF,03/12/2021,MAST,SPCT3RF,SPCT3,1,CULTURE,GNRF,GN,,
38488,4,12/02/2020,116,03/28/2021,HOSPM,LF,03/28/2021,MAST,SPCT3LF,SPCT3,1,CULTURE,GPLF,GP,,
38506,4,12/13/2020,46,01/28/2021,HOSPM,RF,01/28/2021,MAST,NOTXTORF,NOTXT,0,CULTURE,NGRF,NG,,
38506,4,12/13/2020,81,03/04/2021,HOSPM,RF,03/04/2021,,,,,,,,,
38521,3,04/03/2020,363,04/01/2021,HOSPM,RR,04/01/2021,MAST,SPCT3RR,SPCT3,1,CULTURE,GPRR,GP,,
38535,3,08/23/2020,,,,,01/10/2021,MAST,SPECT3LF,SPECT,1,,,,,
38535,3,08/23/2020,,,,,01/13/2021,,,,,,,,REMAST,SPECT5LF
38535,3,08/23/2020,149,01/19/2021,HOSPM,LF,01/19/2021,,,,,CULTURE,GPLF,GP,,
38535,3,08/23/2020,,,,,01/22/2021,,,,,,,,REMAST,SPECT5LF
38535,3,08/23/2020,196,03/07/2021,HOSPM,LF,03/07/2021,MAST,NOTXTO,NOTXT,0,CULTURE,NGLF,NG,,
38535,3,08/23/2020,221,04/01/2021,HOSPM,LF,04/01/2021,MAST,NOTXTOLF,NOTXT,0,CULTURE,NGLF,NG,,
38551,4,10/24/2020,105,02/06/2021,HOSPM,RF,02/06/2021,MAST,SPCT3RF,SPCT3,1,CULTURE,GNRF,GN,,
38564,4,12/15/2020,39,01/23/2021,HOSPM,RF,01/23/2021,MAST,SPCT3RF,SPCT3,1,CULTURE,MXRF,MX,,
38564,4,12/15/2020,,,,,01/26/2021,,,,,,,,REMAST,SPECT5RF
38580,3,06/15/2020,211,01/12/2021,HOSPM,RF,01/12/2021,MAST,SPCT3RF,SPCT3,1,CULTURE,GPRF,GP,,
38580,3,06/15/2020,246,02/16/2021,HOSPM,RF,02/16/2021,MAST,SPCT3RF,SPCT3,1,CULTURE,GPRF,GP,,
38663,4,11/22/2020,92,02/22/2021,HOSPM,RF,02/22/2021,MAST,SPCT3RF,SPCT3,1,CULTURE,GPRF,GP,,
38687,4,12/26/2020,12,01/07/2021,HOSPM,LR,01/07/2021,MAST,SPCT3LR,SPCT3,1,CULTURE,GPLR,GP,,
38755,3,04/28/2020,265,01/18/2021,HOSPM,RF,01/18/2021,,,,,CULTURE,GPRF.,GP,,
38759,3,08/25/2020,135,01/07/2021,HOSPM,LF,01/07/2021,MAST,SPCT3LF,SPCT3,1,CULTURE,GPLF,GP,,
38848,3,06/02/2020,237,01/25/2021,HOSPM,LF,01/25/2021,MAST,NOTXTOLF,NOTXT,0,CULTURE,NGLF,NG,,
38850,3,12/16/2020,57,02/11/2021,HOSPM,LR,02/11/2021,MAST,NOTXTOLR,NOTXT,0,CULTURE,NGLR,NG,,
38850,3,12/16/2020,71,02/25/2021,HOSPM,LR,02/25/2021,MAST,SPCT3LR,SPCT3,1,CULTURE,GPLR,GP,,
38850,3,12/16/2020,80,03/06/2021,HOSPM,RF,03/06/2021,,,,,CULTURE,GPRF,GP,,
38850,3,12/16/2020,89,03/15/2021,HOSPM,LR,03/15/2021,,,,,CULTURE,GPLR,GP,,
38850,3,12/16/2020,108,04/03/2021,HOSPM,LR,04/03/2021,MAST,SPCT3LR,SPCT3,1,CULTURE,GPLR,GP,,
38862,4,03/16/2021,14,03/30/2021,HOSPM,LF,03/30/2021,MAST,SPCT3LF,SPCT3,1,CULTURE,GNLF,GN,,
38862,4,03/16/2021,,,,,04/02/2021,,,,,,,,REMAST,SPECT5
38903,3,07/26/2020,219,03/02/2021,HOSPM,BLOOD,03/02/2021,,,,,,,,,
38953,3,08/17/2020,144,01/08/2021,HOSPM,RR,01/08/2021,MAST,NOTXTORR,NOTXT,0,CULTURE,NGRR,NG,,
38984,3,07/16/2020,187,01/19/2021,HOSPM,RF,01/19/2021,,,,,CULTURE,GPRF,GP,,
38984,3,07/16/2020,,,,,01/20/2021,MAST,SPCT3RF,SPCT3,1,,,,,
39062,4,01/29/2021,31,03/01/2021,HOSPM,RF,03/01/2021,MAST,SPCT3RF,SPCT3,1,CULTURE,GPRF,GP,,
39074,3,09/13/2020,117,01/08/2021,HOSPM,LR,01/08/2021,MAST,SPCT3LR,SPCT3,1,CULTURE,GPLR,GP,,
39074,3,09/13/2020,,,,,01/11/2021,,,,,,,,REMAST,SPECT5LR
39081,3,06/22/2020,204,01/12/2021,HOSPM,RF,01/12/2021,MAST,SPCT3RF,SPCT3,1,CULTURE,GPRF,GP,,
39086,3,08/24/2020,182,02/22/2021,HOSPM,LF,02/22/2021,MAST,SPCT3LF,SPCT3,1,CULTURE,GPLF,GP,,
39091,4,02/20/2021,27,03/19/2021,HOSPM,RF,03/19/2021,MAST,NOTXTORF,NOTXT,0,CULTURE,NGRF,NG,,
39182,3,08/07/2020,154,01/08/2021,HOSPM,LR,01/08/2021,MAST,SPCT3LR,SPCT3,1,CULTURE,GPLR,GP,,
39190,3,07/07/2020,245,03/09/2021,HOSPM,LF,03/09/2021,,,,,CULTURE,GPLF,GP,,
39190,3,07/07/2020,,,,,03/11/2021,MAST,SPCT3LF,SPCT3,1,,,,,
39190,3,07/07/2020,,,,,03/13/2021,,,,,,,,REMAST,SPECT5LF
39201,3,06/01/2020,220,01/07/2021,HOSPM,LF,01/07/2021,MAST,NOTXTOLF,NOTXT,0,CULTURE,NGLF,NG,,
39201,3,06/01/2020,,,,,03/08/2021,,,,,CULTURE,GPLF,GP,,
39201,3,06/01/2020,281,03/09/2021,HOSPM,LF,03/09/2021,,,,,,,,,
39226,3,08/20/2020,,,,,12/31/2020,MAST,SPCT3RR,SPCT3,1,CULTURE,GPRR,GP,,
39226,3,08/20/2020,142,01/09/2021,HOSPM,RR,01/09/2021,,,,,CULTURE,GPRR,GP,,
39226,3,08/20/2020,,,,,01/12/2021,,,,,,,,REMAST,SPECT5RR
39256,3,08/09/2020,145,01/01/2021,HOSPM,RF,01/01/2021,MAST,SPCT3RF,SPCT3,1,CULTURE,GPRF,GP,,
39256,3,08/09/2020,160,01/16/2021,HOSPM,RF,01/16/2021,MAST,SPCT3RF,SPCT3,1,CULTURE,GPRF,GP,,
39256,3,08/09/2020,171,01/27/2021,HOSPM,RF,01/27/2021,MAST,NOTXTORF,NOTXT,0,CULTURE,NGRF,NG,,
39316,3,09/26/2020,124,01/28/2021,HOSPM,LR,01/28/2021,,,,,,,,,
39331,3,07/18/2020,213,02/16/2021,HOSPM,RF,02/16/2021,MAST,SPCT3RF,SPCT3,1,CULTURE,GPRF,GP,,
39331,3,07/18/2020,233,03/08/2021,HOSPM,RF,03/08/2021,MAST,SPCT3RF,SPCT3,1,CULTURE,GPRF,GP,,
39341,3,08/26/2020,135,01/08/2021,HOSPM,LF,01/08/2021,MAST,NOTXTOLF,NOTXT,0,CULTURE,NGLF,NG,,
39344,3,10/28/2020,107,02/12/2021,HOSPM,LR,02/12/2021,MAST,NOTXTOLR,NOTXT,0,CULTURE,NGLR,NG,,
39354,3,08/28/2020,207,03/23/2021,HOSPM,LF,03/23/2021,MAST,NOTXTOLF,NOTXT,0,CULTURE,NGLF,NG,,
39376,3,09/01/2020,128,01/07/2021,HOSPM,RF,01/07/2021,MAST,SPCT3RF,SPCT3,1,CULTURE,GPRF,GP,,
39376,3,09/01/2020,,,,,01/10/2021,,,,,,,,REMAST,SPECT5RF
39376,3,09/01/2020,142,01/21/2021,HOSPM,RF,01/21/2021,MAST,NOTXTORF,NOTXT,0,CULTURE,NGRF,NG,,
39378,3,01/29/2021,,,,,02/01/2021,MAST,SPECT3LR,SPECT,1,,,,,
39378,3,01/29/2021,,,,,02/04/2021,,,,,,,,REMAST,SPECT5LR
39378,3,01/29/2021,,,,,02/13/2021,MAST,SPCT3LR,SPCT3,1,,,,,
39378,3,01/29/2021,22,02/20/2021,HOSPM,LR,02/20/2021,,,,,CULTURE,NGLR,NG,,
39378,3,01/29/2021,33,03/03/2021,HOSPM,LR,03/03/2021,MAST,NOTXTO,NOTXT,0,CULTURE,NGLR,NG,,
39378,3,01/29/2021,,,,,03/14/2021,MAST,SPECT3LR,SPECT,1,,,,,
39385,3,01/08/2021,70,03/19/2021,HOSPM,RF,03/19/2021,MAST,SPCTRF,SPCTR,1,CULTURE,GNRF,GN,,
39399,3,08/21/2020,160,01/28/2021,HOSPM,RF,01/28/2021,MAST,SPCT3RF,SPCT3,1,CULTURE,GPRF,GP,,
39434,3,10/16/2020,172,04/06/2021,HOSPM,RF,04/06/2021,MAST,NOTXTORF,NOTXT,0,CULTURE,NGRF,NG,,
39436,3,10/11/2020,85,01/04/2021,HOSPM,LR,01/04/2021,,,,,,,,,
39467,3,12/05/2020,,,,,12/31/2020,MAST,SPCT3LR,SPCT3,1,CULTURE,GPLR,GP,,
39467,3,12/05/2020,33,01/07/2021,HOSPM,LR,01/07/2021,,,,,CULTURE,GPLR,GP,,
39467,3,12/05/2020,95,03/10/2021,HOSPM,LF,03/10/2021,MAST,NOTXTO,NOTXT,0,CULTURE,NG,NG,,
39470,3,10/05/2020,94,01/07/2021,HOSPM,LF,01/07/2021,MAST,NOTXTOLF,NOTXT,0,CULTURE,NGLF,NG,,
39470,3,10/05/2020,105,01/18/2021,HOSPM,RF,01/18/2021,MAST,SPCT3RF,SPCT3,1,CULTURE,GPRF,GP,,
39470,3,10/05/2020,,,,,01/21/2021,,,,,,,,REMAST,SPECT5RF
39470,3,10/05/2020,124,02/06/2021,HOSPM,LF,02/06/2021,,,,,,,,,
39523,3,09/10/2020,141,01/29/2021,HOSPM,RF,01/29/2021,MAST,SPCT3RF,SPCT3,1,CULTURE,GPRF,GP,,
39527,3,10/23/2020,90,01/21/2021,HOSPM,RF,01/21/2021,MAST,SPCT3RF,SPCT3,1,CULTURE,MXRF,MX,,
39527,3,10/23/2020,,,,,01/24/2021,,,,,,,,REMAST,SPECT5RF
39542,3,10/17/2020,102,01/27/2021,HOSPM,LR,01/27/2021,MAST,NOTXTOLR,NOTXT,0,CULTURE,NGLR,NG,,
39554,3,05/31/2020,297,03/24/2021,HOSPM,RR,03/24/2021,MAST,SPCT3RR,SPCT3,1,CULTURE,GNRR,GN,,
39554,3,05/31/2020,,,,,03/27/2021,,,,,,,,REMAST,SPECT5RR
39562,3,10/13/2020,,,,,03/08/2021,,,,,CULTURE,GPRF,GP,,
39562,3,10/13/2020,147,03/09/2021,HOSPM,RF,03/09/2021,MAST,SPCT3RF,SPCT3,1,,,,,
39579,2,02/05/2020,,,,,01/01/2021,MAST,SPECT3RF,SPECT,1,,,,,
39582,3,07/27/2020,,,,,12/31/2020,MAST,SPCT3LF,SPCT3,1,CULTURE,GPLF,GP,,
39600,3,09/27/2020,179,03/25/2021,HOSPM,RF,03/25/2021,MAST,NOTXTO,NOTXT,0,CULTURE,NGRF,NG,,
39607,3,09/09/2020,115,01/02/2021,HOSPM,RF,01/02/2021,MAST,NOTXTORF,NOTXT,0,,,,,
39607,3,09/09/2020,140,01/27/2021,HOSPM,LF,01/27/2021,MAST,SPCT3LF,SPCT3,1,CULTURE,GPLF,GP,,
39607,3,09/09/2020,152,02/08/2021,HOSPM,LF,02/08/2021,MAST,NOTXTO,NOTXT,0,CULTURE,NG,NG,,
39607,3,09/09/2020,,,,,02/11/2021,,,,,,,,REMAST,SPECT5LF
39607,3,09/09/2020,174,03/02/2021,HOSPM,LF,03/02/2021,MAST,SPCT3LF,SPCT3,1,CULTURE,MXLF,MX,,
39626,3,08/23/2020,149,01/19/2021,HOSPM,RR,01/19/2021,MAST,SPCT3RR,SPCT3,1,CULTURE,GPRR,GP,,
39636,3,11/09/2020,85,02/02/2021,HOSPM,LF,02/02/2021,MAST,NOTXTO,NOTXT,0,CULTURE,NGLF,NG,,
39636,3,11/09/2020,144,04/02/2021,HOSPM,RF,04/02/2021,MAST,SPCT3RF,SPCT3,1,CULTURE,GPRF,GP,,
39639,3,11/09/2020,111,02/28/2021,HOSPM,LF,02/28/2021,,,,,,,,,
39653,3,07/16/2020,188,01/20/2021,HOSPM,RF,01/20/2021,MAST,SPCT3RF,SPCT3,1,CULTURE,GNRF,GN,,
39662,3,12/06/2020,95,03/11/2021,HOSPM,LR,03/11/2021,MAST,NOTXTO,NOTXT,0,CULTURE,NGLR,NG,,
39673,3,07/10/2020,190,01/16/2021,HOSPM,LR,01/16/2021,MAST,NOTXTOLR,NOTXT,0,CULTURE,NGLR,NG,,
39674,3,02/23/2021,3,02/26/2021,HOSPM,RR,02/26/2021,MAST,SPCT3RR,SPCT3,1,CULTURE,MXRR,MX,,
39678,3,07/06/2020,224,02/15/2021,HOSPM,LF,02/15/2021,MAST,SPCT3LF,SPCT3,1,CULTURE,GPLF,GP,,
39678,3,07/06/2020,241,03/04/2021,HOSPM,LF,03/04/2021,MAST,NOTXTOLF,NOTXT,0,CULTURE,NGLF,NG,,
39697,3,08/31/2020,130,01/08/2021,HOSPM,LR,01/08/2021,MAST,NOTXTOLR,NOTXT,0,CULTURE,NGLR,NG,,
39697,3,08/31/2020,155,02/02/2021,HOSPM,RR,02/02/2021,,,,,,,,,
39715,3,07/12/2020,205,02/02/2021,HOSPM,RF,02/02/2021,MAST,SPCT3RR,SPCT3,1,CULTURE,GPRR,GP,,
39715,3,07/12/2020,,,,,02/05/2021,,,,,,,,REMAST,SPECT5RR
39727,3,10/29/2020,88,01/25/2021,HOSPM,LR,01/25/2021,MAST,SPCT3LR,SPCT3,1,CULTURE,GPLR,GP,,
39727,3,10/29/2020,,,,,01/28/2021,,,,,,,,REMAST,SPECT5LR
39727,3,10/29/2020,113,02/19/2021,HOSPM,LR,02/19/2021,MAST,SPCT3LR,SPCT3,1,CULTURE,GPLR,GP,,
39727,3,10/29/2020,,,,,02/22/2021,,,,,,,,REMAST,SPECT5LR
39738,3,07/07/2020,234,02/26/2021,HOSPM,RR,02/26/2021,MAST,NOTXTORR,NOTXT,0,CULTURE,NGRR,NG,,
39764,3,05/22/2020,,,,,12/31/2020,MAST,SPCT3LF,SPCT3,1,CULTURE,GPLF,GP,,
39764,3,05/22/2020,,,,,01/03/2021,,,,,,,,REMAST,SPECT5LF
39768,3,10/12/2020,120,02/09/2021,HOSPM,RR,02/09/2021,MAST,SPCT3RR,SPCT3,1,CULTURE,GNRR,GN,,
39768,3,10/12/2020,128,02/17/2021,HOSPM,RR,02/17/2021,,,,,CULTURE,GPRR,GP,,
39768,3,10/12/2020,136,02/25/2021,HOSPM,RR,02/25/2021,,,,,CULTURE,NG,NG,,
39768,3,10/12/2020,143,03/04/2021,HOSPM,RR,03/04/2021,,,,,CULTURE,NGRR,NG,,
39768,3,10/12/2020,,,,,03/14/2021,MAST,SPECT3RR,SPECT,1,,,,,
39816,2,12/28/2019,381,01/12/2021,HOSPM,RF,01/12/2021,MAST,NOTXTO.,NOTXT,0,CULTURE,NGRF,NG,,
39845,3,09/02/2020,129,01/09/2021,HOSPM,RR,01/09/2021,MAST,SPCT3RR,SPCT3,1,CULTURE,MXRR,MX,,
39853,3,06/11/2020,224,01/21/2021,HOSPM,LR,01/21/2021,MAST,SPCT3LR,SPCT3,1,CULTURE,GPLR,GP,,
39869,3,09/18/2020,195,04/01/2021,HOSPM,RF,04/01/2021,MAST,NOTXTORF,NOTXT,0,CULTURE,NGRF,NG,,
39874,3,10/20/2020,97,01/25/2021,HOSPM,RF,01/25/2021,MAST,SPCT3RF,SPCT3,1,CULTURE,GPRF,GP,,
39888,3,10/30/2020,70,01/08/2021,HOSPM,RR,01/08/2021,MAST,SPCT3RR,SPCT3,1,CULTURE,GPRR,GP,,
39963,3,08/19/2020,199,03/06/2021,HOSPM,RR,03/06/2021,MAST,SPCT3RR,SPCT3,1,CULTURE,GPRR,GP,,
39986,3,09/16/2020,111,01/05/2021,HOSPM,LF,01/05/2021,MAST,SPCT3LF,SPCT3,1,CULTURE,GPLF,GP,,
39986,3,09/16/2020,,,,,01/08/2021,,,,,,,,REMAST,SPECT5LF
40001,3,11/09/2020,115,03/04/2021,HOSPM,LR,03/04/2021,MAST,NOTXTOLR,NOTXT,0,CULTURE,NGLR,NG,,
40033,3,12/30/2020,34,02/02/2021,HOSPM,RR,02/02/2021,,,,,,,,,
40040,3,08/29/2020,205,03/22/2021,HOSPM,RF,03/22/2021,,,,,CULTURE,NGRF,NG,,
40040,3,08/29/2020,215,04/01/2021,HOSPM,RF,04/01/2021,MAST,NOTXTORF,NOTXT,0,CULTURE,NGRF,NG,,
40051,3,07/31/2020,168,01/15/2021,HOSPM,RR,01/15/2021,MAST,NOTXTORR,NOTXT,0,CULTURE,NGRR,NG,,
40057,3,11/02/2020,105,02/15/2021,HOSPM,LF,02/15/2021,MAST,NOTXTOLF,NOTXT,0,CULTURE,NGLF,NG,,
40077,3,07/30/2020,160,01/06/2021,HOSPM,RR,01/06/2021,MAST,NOTXTORR,NOTXT,0,CULTURE,NGRR,NG,,
40089,3,09/09/2020,158,02/14/2021,HOSPM,LR,02/14/2021,MAST,NOTXTO,NOTXT,0,CULTURE,NGLR,NG,,
40089,3,09/09/2020,163,02/19/2021,HOSPM,LR,02/19/2021,,,,,CULTURE,NGLR,NG,,
40089,3,09/09/2020,175,03/03/2021,HOSPM,LF,03/03/2021,MAST,NOTXTO,NOTXT,0,CULTURE,NG,NG,,
40097,3,10/24/2020,84,01/16/2021,HOSPM,RR,01/16/2021,MAST,NOTXTORR,NOTXT,0,CULTURE,NGRR,NG,,
40133,3,12/03/2020,116,03/29/2021,HOSPM,RF,03/29/2021,,,,,CULTURE,MXRF,MX,,
40146,3,01/08/2021,68,03/17/2021,HOSPM,LR,03/17/2021,,,,,CULTURE,GNLR,GN,,
40146,3,01/08/2021,,,,,03/18/2021,MAST,SPCT3LR,SPCT3,1,,,,,
40151,3,09/17/2020,151,02/15/2021,HOSPM,RF,02/15/2021,MAST,NOTXTORF,NOTXT,0,CULTURE,NGRF,NG,,
40151,3,09/17/2020,160,02/24/2021,HOSPM,LF,02/24/2021,,,,,CULTURE,NGLF,NG,,
40151,3,09/17/2020,,,,,02/27/2021,,,,,,,,REMAST,SPECT5LF
40151,3,09/17/2020,171,03/07/2021,HOSPM,LR,03/07/2021,MAST,NOTXTO,NOTXT,0,CULTURE,NGLR,NG,,
40151,3,09/17/2020,176,03/12/2021,HOSPM,LR,03/12/2021,,,,,CULTURE,NGLR,NG,,
40151,3,09/17/2020,196,04/01/2021,HOSPM,LR,04/01/2021,,,,,,,,,
40170,3,11/11/2020,96,02/15/2021,HOSPM,RF,02/15/2021,MAST,SPCT3RF,SPCT3,1,CULTURE,GPRF,GP,,
40184,3,08/27/2020,212,03/27/2021,HOSPM,RF,03/27/2021,MAST,NOTXTORF,NOTXT,0,CULTURE,NGRF,NG,,
40188,3,08/15/2020,234,04/06/2021,HOSPM,RF,04/06/2021,MAST,SP2,SP2,1,CULTURE,GNRF,GN,,
40191,3,06/19/2020,207,01/12/2021,HOSPM,LF,01/12/2021,MAST,SPCT3LF,SPCT3,1,CULTURE,GPLF,GP,,
40210,3,10/16/2020,88,01/12/2021,HOSPM,LF,01/12/2021,MAST,SPCT3LF,SPCT3,1,CULTURE,GPLF,GP,,
40210,3,10/16/2020,98,01/22/2021,HOSPM,LR,01/22/2021,,,,,CULTURE,GPLR,GP,,
40213,3,10/08/2020,99,01/15/2021,HOSPM,LR,01/15/2021,MAST,SPCT3LR,SPCT3,1,CULTURE,GPLR,GP,,
40229,3,10/13/2020,115,02/05/2021,HOSPM,RR,02/05/2021,MAST,SPCT3RR,SPCT3,1,CULTURE,GNRR,GN,,
40229,3,10/13/2020,135,02/25/2021,HOSPM,LR,02/25/2021,MAST,SPCT3LR,SPCT3,1,CULTURE,GPLR,GP,,
40229,3,10/13/2020,146,03/08/2021,HOSPM,RR,03/08/2021,MAST,SPCT3LR,SPCT3,1,CULTURE,GPLR,GP,,
40229,3,10/13/2020,172,04/03/2021,HOSPM,RR,04/03/2021,MAST,NOTXTORR,NOTXT,0,CULTURE,NGRR,NG,,
40252,3,07/31/2020,174,01/21/2021,HOSPM,RF,01/21/2021,MAST,SPCT3RF,SPCT3,1,CULTURE,GPRF,GP,,
40252,3,07/31/2020,,,,,01/24/2021,,,,,,,,REMAST,SPECT5RF
40262,3,11/16/2020,78,02/02/2021,HOSPM,LF,02/02/2021,MAST,SPCT3LF,SPCT3,1,CULTURE,GPLF,GP,,
40262,3,11/16/2020,,,,,02/05/2021,,,,,,,,REMAST,SPECT5LF
40262,3,11/16/2020,92,02/16/2021,HOSPM,LF,02/16/2021,MAST,SPCT3LF,SPCT3,1,CULTURE,GPLF,GP,,
40263,3,10/17/2020,98,01/23/2021,HOSPM,LF,01/23/2021,MAST,SPCT3LF,SPCT3,1,CULTURE,GNLF,GN,,
40263,3,10/17/2020,111,02/05/2021,HOSPM,LF,02/05/2021,MAST,SPCT3LF,SPCT3,1,CULTURE,GPLF,GP,,
40269,3,01/19/2021,,,,,02/16/2021,,,,,CULTURE,MXLR,MX,,
40292,3,03/15/2021,3,03/18/2021,HOSPM,LF,03/18/2021,MAST,SPCT3LF,SPCT3,1,CULTURE,MXLF,MX,,
40292,3,03/15/2021,14,03/29/2021,HOSPM,LF,03/29/2021,MAST,SPCT3LF,SPCT3,1,CULTURE,GPLF,GP,,
40292,3,03/15/2021,,,,,04/01/2021,,,,,,,,REMAST,SPECT5LF
40304,3,07/19/2020,170,01/05/2021,HOSPM,RR,01/05/2021,MAST,SPCT3RR,SPCT3,1,CULTURE,GPRR,GP,,
40304,3,07/19/2020,227,03/03/2021,HOSPM,RR,03/03/2021,,,,,CULTURE,GNRR,GN,,
40304,3,07/19/2020,,,,,03/04/2021,MAST,SPCT3,SPCT3,1,,,,,
40324,3,07/31/2020,200,02/16/2021,HOSPM,LR,02/16/2021,MAST,SPCT3LR,SPCT3,1,CULTURE,GPLR,GP,,
40324,3,07/31/2020,225,03/13/2021,HOSPM,RF,03/13/2021,MAST,SPCT3RF,SPCT3,1,CULTURE,GPRF,GP,,
40342,3,01/04/2021,24,01/28/2021,HOSPM,RR,01/28/2021,MAST,NOTXTORR,NOTXT,0,CULTURE,NGRR,NG,,
40342,3,01/04/2021,88,04/02/2021,HOSPM,RR,04/02/2021,MAST,NOTXTORR,NOTXT,0,CULTURE,NGRR,NG,,
40344,3,10/08/2020,139,02/24/2021,HOSPM,LF,02/24/2021,,,,,CULTURE,GP,GP,,
40363,3,10/24/2020,72,01/04/2021,HOSPM,LR,01/04/2021,,,,,,,,,
40371,3,07/24/2020,221,03/02/2021,HOSPM,LF,03/02/2021,MAST,SPCT3LF,SPCT3,1,CULTURE,GPLF,GP,,
40373,3,11/26/2020,98,03/04/2021,HOSPM,LF,03/04/2021,MAST,SPCT3LF,SPCT3,1,CULTURE,GPLR,GP,,
40382,3,01/17/2021,,,,,03/25/2021,MAST,SPECT3LR,SPECT,1,,,,,
40382,3,01/17/2021,78,04/05/2021,HOSPM,LF,04/05/2021,MAST,NOTXTO,NOTXT,0,CULTURE,NGLF,NG,,
40391,3,09/04/2020,128,01/10/2021,HOSPM,LF,01/10/2021,MAST,SPCT3LF,SPCT3,1,CULTURE,GNLF,GN,,
40408,3,09/14/2020,156,02/17/2021,HOSPM,LF,02/17/2021,,,,,CULTURE,NGLF,NG,,
40408,3,09/14/2020,,,,,02/18/2021,MAST,NOTXTO,NOTXT,0,,,,,
40408,3,09/14/2020,,,,,02/26/2021,,,,,,,,REMAST,SPECT5RF
40426,3,10/20/2020,78,01/06/2021,HOSPM,LR,01/06/2021,MAST,SPCT3LR,SPCT3,1,CULTURE,GPLR,GP,REMAST,SPECT5RF
40426,3,10/20/2020,81,01/09/2021,HOSPM,LR,01/09/2021,,,,,CULTURE,GPLR,GP,,
40426,3,10/20/2020,,,,,01/12/2021,,,,,,,,REMAST,SPECT5LR
